"","speaker_role","target_child_age","utterance_type","freq_total"
"16406","Target_Child",1299.375,"interruption",39
"16407","Target_Child",1299.375,"question",354
"16408","Target_Child",1299.375,"self interruption",39
"16409","Target_Child",1299.375,"trail off",113
"16410","Target_Child",1300.375,"declarative",969
"16411","Target_Child",1300.375,"imperative_emphatic",4
"16412","Target_Child",1300.375,"interruption",7
"16413","Target_Child",1300.375,"question",287
"16414","Target_Child",1300.375,"quotation next line",8
"16415","Target_Child",1300.375,"trail off",8
"16416","Target_Child",1301.375,"declarative",2674
"16417","Target_Child",1301.375,"imperative_emphatic",47
"16418","Target_Child",1301.375,"interruption",59
"16419","Target_Child",1301.375,"interruption question",19
"16420","Target_Child",1301.375,"question",334
"16421","Target_Child",1301.375,"self interruption",16
"16422","Target_Child",1301.375,"self interruption question",13
"16423","Target_Child",1301.375,"trail off",138
"16424","Target_Child",1302.375,"declarative",1830
"16425","Target_Child",1302.375,"imperative_emphatic",221
"16426","Target_Child",1302.375,"interruption",4
"16427","Target_Child",1302.375,"question",225
"16428","Target_Child",1302.375,"quotation next line",10
"16429","Target_Child",1302.375,"quotation precedes",2
"16430","Target_Child",1302.375,"trail off",32
"16431","Target_Child",1303.375,"declarative",1493
"16432","Target_Child",1303.375,"imperative_emphatic",5
"16433","Target_Child",1303.375,"question",315
"16434","Target_Child",1303.375,"quotation next line",2
"16435","Target_Child",1303.375,"trail off",56
"16436","Target_Child",1304.375,"declarative",552
"16437","Target_Child",1304.375,"imperative_emphatic",1
"16438","Target_Child",1304.375,"interruption",3
"16439","Target_Child",1304.375,"question",384
"16440","Target_Child",1304.375,"quotation next line",13
"16441","Target_Child",1305.375,"declarative",1169
"16442","Target_Child",1305.375,"imperative_emphatic",5
"16443","Target_Child",1305.375,"interruption",4
"16444","Target_Child",1305.375,"question",232
"16445","Target_Child",1305.375,"trail off",37
"16446","Target_Child",1306.375,"declarative",456
"16447","Target_Child",1306.375,"question",103
"16448","Target_Child",1307.375,"declarative",1068
"16449","Target_Child",1307.375,"imperative_emphatic",35
"16450","Target_Child",1307.375,"interruption",1
"16451","Target_Child",1307.375,"question",269
"16452","Target_Child",1307.375,"trail off",4
"16453","Target_Child",1308.375,"declarative",987
"16454","Target_Child",1308.375,"imperative_emphatic",2
"16455","Target_Child",1308.375,"interruption",5
"16456","Target_Child",1308.375,"question",55
"16457","Target_Child",1308.375,"trail off",74
"16458","Target_Child",1308.8125,"declarative",3977
"16459","Target_Child",1308.8125,"imperative_emphatic",1
"16460","Target_Child",1308.8125,"interruption",15
"16461","Target_Child",1308.8125,"missing CA terminator",973
"16462","Target_Child",1308.8125,"question",571
"16463","Target_Child",1308.8125,"quotation next line",7
"16464","Target_Child",1308.8125,"trail off",282
"16465","Target_Child",1309.8125,"declarative",4008
"16466","Target_Child",1309.8125,"imperative_emphatic",199
"16467","Target_Child",1309.8125,"interruption",118
"16468","Target_Child",1309.8125,"question",554
"16469","Target_Child",1309.8125,"quotation next line",4
"16470","Target_Child",1309.8125,"self interruption",50
"16471","Target_Child",1309.8125,"trail off",184
"16472","Target_Child",1310.8125,"declarative",3152
"16473","Target_Child",1310.8125,"interruption",25
"16474","Target_Child",1310.8125,"question",640
"16475","Target_Child",1310.8125,"trail off",56
"16476","Target_Child",1311.8125,"declarative",1701
"16477","Target_Child",1311.8125,"interruption",6
"16478","Target_Child",1311.8125,"question",389
"16479","Target_Child",1311.8125,"self interruption",2
"16480","Target_Child",1311.8125,"trail off",39
"16481","Target_Child",1312.8125,"declarative",4823
"16482","Target_Child",1312.8125,"imperative_emphatic",2
"16483","Target_Child",1312.8125,"interruption",9
"16484","Target_Child",1312.8125,"question",1281
"16485","Target_Child",1312.8125,"self interruption",4
"16486","Target_Child",1312.8125,"trail off",38
"16487","Target_Child",1313.8125,"declarative",1562
"16488","Target_Child",1313.8125,"imperative_emphatic",68
"16489","Target_Child",1313.8125,"question",379
"16490","Target_Child",1313.8125,"quotation next line",3
"16491","Target_Child",1313.8125,"trail off",44
"16492","Target_Child",1313.8125,"trail off question",5
"16493","Target_Child",1314.8125,"declarative",1550
"16494","Target_Child",1314.8125,"imperative_emphatic",36
"16495","Target_Child",1314.8125,"interruption",57
"16496","Target_Child",1314.8125,"question",307
"16497","Target_Child",1314.8125,"trail off",2
"16498","Target_Child",1315.8125,"declarative",2291
"16499","Target_Child",1315.8125,"imperative_emphatic",3
"16500","Target_Child",1315.8125,"question",644
"16501","Target_Child",1315.8125,"trail off",101
"16502","Target_Child",1316.8125,"declarative",100
"16503","Target_Child",1316.8125,"imperative_emphatic",4
"16504","Target_Child",1316.8125,"question",21
"16505","Target_Child",1316.8125,"trail off",3
"16506","Target_Child",1317.8125,"declarative",592
"16507","Target_Child",1317.8125,"imperative_emphatic",2
"16508","Target_Child",1317.8125,"interruption",5
"16509","Target_Child",1317.8125,"question",74
"16510","Target_Child",1317.8125,"trail off",33
"16511","Target_Child",1320.8125,"declarative",285
"16512","Target_Child",1320.8125,"imperative_emphatic",4
"16513","Target_Child",1320.8125,"interruption",2
"16514","Target_Child",1320.8125,"question",12
"16515","Target_Child",1320.8125,"quotation next line",3
"16516","Target_Child",1320.8125,"trail off",3
"16517","Target_Child",1321.8125,"declarative",1726
"16518","Target_Child",1321.8125,"imperative_emphatic",66
"16519","Target_Child",1321.8125,"question",385
"16520","Target_Child",1321.8125,"trail off",21
"16521","Target_Child",1322.8125,"declarative",169
"16522","Target_Child",1322.8125,"question",25
"16523","Target_Child",1322.8125,"trail off",6
"16524","Target_Child",1323.8125,"declarative",457
"16525","Target_Child",1323.8125,"interruption",2
"16526","Target_Child",1323.8125,"question",230
"16527","Target_Child",1323.8125,"quotation next line",4
"16528","Target_Child",1324.8125,"declarative",418
"16529","Target_Child",1324.8125,"imperative_emphatic",2
"16530","Target_Child",1324.8125,"question",163
"16531","Target_Child",1324.8125,"trail off",24
"16532","Target_Child",1326.8125,"declarative",358
"16533","Target_Child",1326.8125,"imperative_emphatic",19
"16534","Target_Child",1326.8125,"interruption",3
"16535","Target_Child",1326.8125,"question",80
"16536","Target_Child",1328.8125,"declarative",3231
"16537","Target_Child",1328.8125,"imperative_emphatic",175
"16538","Target_Child",1328.8125,"question",589
"16539","Target_Child",1328.8125,"trail off",154
"16540","Target_Child",1329.8125,"declarative",2015
"16541","Target_Child",1329.8125,"imperative_emphatic",134
"16542","Target_Child",1329.8125,"interruption",7
"16543","Target_Child",1329.8125,"question",287
"16544","Target_Child",1329.8125,"trail off",11
"16545","Target_Child",1330.8125,"declarative",1437
"16546","Target_Child",1330.8125,"imperative_emphatic",23
"16547","Target_Child",1330.8125,"interruption",69
"16548","Target_Child",1330.8125,"interruption question",4
"16549","Target_Child",1330.8125,"question",224
"16550","Target_Child",1330.8125,"trail off",43
"16551","Target_Child",1331.8125,"declarative",1010
"16552","Target_Child",1331.8125,"imperative_emphatic",94
"16553","Target_Child",1331.8125,"interruption",7
"16554","Target_Child",1331.8125,"question",244
"16555","Target_Child",1331.8125,"trail off",43
"16556","Target_Child",1332.8125,"declarative",795
"16557","Target_Child",1332.8125,"imperative_emphatic",66
"16558","Target_Child",1332.8125,"question",74
"16559","Target_Child",1332.8125,"quotation next line",6
"16560","Target_Child",1332.8125,"self interruption",7
"16561","Target_Child",1332.8125,"trail off",22
"16562","Target_Child",1333.8125,"declarative",2918
"16563","Target_Child",1333.8125,"imperative_emphatic",319
"16564","Target_Child",1333.8125,"interruption",11
"16565","Target_Child",1333.8125,"question",634
"16566","Target_Child",1333.8125,"self interruption",15
"16567","Target_Child",1333.8125,"self interruption question",2
"16568","Target_Child",1333.8125,"trail off",333
"16569","Target_Child",1333.8125,"trail off question",28
"16570","Target_Child",1334.8125,"declarative",1220
"16571","Target_Child",1334.8125,"imperative_emphatic",2
"16572","Target_Child",1334.8125,"interruption",4
"16573","Target_Child",1334.8125,"question",99
"16574","Target_Child",1334.8125,"quotation next line",5
"16575","Target_Child",1334.8125,"trail off",118
"16576","Target_Child",1335.8125,"declarative",1801
"16577","Target_Child",1335.8125,"imperative_emphatic",5
"16578","Target_Child",1335.8125,"question",379
"16579","Target_Child",1335.8125,"trail off",8
"16580","Target_Child",1336.8125,"declarative",682
"16581","Target_Child",1336.8125,"imperative_emphatic",14
"16582","Target_Child",1336.8125,"question",316
"16583","Target_Child",1336.8125,"quotation next line",8
"16584","Target_Child",1338.8125,"declarative",1437
"16585","Target_Child",1338.8125,"imperative_emphatic",17
"16586","Target_Child",1338.8125,"question",284
"16587","Target_Child",1338.8125,"quotation next line",4
"16588","Target_Child",1338.8125,"trail off",75
"16589","Target_Child",1339.25,"declarative",6291
"16590","Target_Child",1339.25,"imperative_emphatic",137
"16591","Target_Child",1339.25,"interruption",12
"16592","Target_Child",1339.25,"question",671
"16593","Target_Child",1339.25,"trail off",108
"16594","Target_Child",1340.25,"declarative",4545
"16595","Target_Child",1340.25,"imperative_emphatic",35
"16596","Target_Child",1340.25,"interruption",10
"16597","Target_Child",1340.25,"question",1214
"16598","Target_Child",1340.25,"self interruption",10
"16599","Target_Child",1340.25,"trail off",151
"16600","Target_Child",1341.25,"declarative",613
"16601","Target_Child",1341.25,"imperative_emphatic",2
"16602","Target_Child",1341.25,"interruption",4
"16603","Target_Child",1341.25,"question",85
"16604","Target_Child",1341.25,"self interruption",6
"16605","Target_Child",1341.25,"trail off",3
"16606","Target_Child",1342.25,"declarative",4029
"16607","Target_Child",1342.25,"interruption",64
"16608","Target_Child",1342.25,"question",696
"16609","Target_Child",1342.25,"quotation next line",11
"16610","Target_Child",1342.25,"self interruption",1
"16611","Target_Child",1342.25,"trail off",59
"16612","Target_Child",1343.25,"declarative",2743
"16613","Target_Child",1343.25,"imperative_emphatic",88
"16614","Target_Child",1343.25,"interruption",39
"16615","Target_Child",1343.25,"question",543
"16616","Target_Child",1343.25,"trail off",51
"16617","Target_Child",1344.25,"declarative",3184
"16618","Target_Child",1344.25,"imperative_emphatic",54
"16619","Target_Child",1344.25,"interruption",38
"16620","Target_Child",1344.25,"question",549
"16621","Target_Child",1344.25,"quotation next line",3
"16622","Target_Child",1344.25,"self interruption",21
"16623","Target_Child",1344.25,"trail off",68
"16624","Target_Child",1345.25,"declarative",687
"16625","Target_Child",1345.25,"interruption",3
"16626","Target_Child",1345.25,"question",151
"16627","Target_Child",1345.25,"trail off",76
"16628","Target_Child",1346.25,"declarative",1036
"16629","Target_Child",1346.25,"imperative_emphatic",172
"16630","Target_Child",1346.25,"interruption",7
"16631","Target_Child",1346.25,"interruption question",2
"16632","Target_Child",1346.25,"question",202
"16633","Target_Child",1346.25,"self interruption",11
"16634","Target_Child",1346.25,"trail off",10
"16635","Target_Child",1346.25,"trail off question",5
"16636","Target_Child",1347.25,"declarative",967
"16637","Target_Child",1347.25,"imperative_emphatic",33
"16638","Target_Child",1347.25,"question",139
"16639","Target_Child",1347.25,"quotation next line",12
"16640","Target_Child",1349.25,"declarative",908
"16641","Target_Child",1349.25,"question",224
"16642","Target_Child",1350.25,"declarative",558
"16643","Target_Child",1350.25,"imperative_emphatic",15
"16644","Target_Child",1350.25,"interruption",1
"16645","Target_Child",1350.25,"question",193
"16646","Target_Child",1350.25,"quotation next line",6
"16647","Target_Child",1350.25,"self interruption",7
"16648","Target_Child",1351.25,"declarative",461
"16649","Target_Child",1351.25,"imperative_emphatic",1
"16650","Target_Child",1351.25,"question",60
"16651","Target_Child",1351.25,"trail off",29
"16652","Target_Child",1353.25,"declarative",2585
"16653","Target_Child",1353.25,"imperative_emphatic",3
"16654","Target_Child",1353.25,"question",832
"16655","Target_Child",1353.25,"quotation next line",2
"16656","Target_Child",1353.25,"trail off",103
"16657","Target_Child",1355.25,"declarative",680
"16658","Target_Child",1355.25,"imperative_emphatic",6
"16659","Target_Child",1355.25,"question",333
"16660","Target_Child",1355.25,"quotation next line",6
"16661","Target_Child",1355.25,"trail off",1
"16662","Target_Child",1356.25,"declarative",507
"16663","Target_Child",1356.25,"question",226
"16664","Target_Child",1356.25,"quotation next line",2
"16665","Target_Child",1357.25,"declarative",1094
"16666","Target_Child",1357.25,"imperative_emphatic",101
"16667","Target_Child",1357.25,"interruption",16
"16668","Target_Child",1357.25,"question",290
"16669","Target_Child",1357.25,"trail off",43
"16670","Target_Child",1358.25,"declarative",690
"16671","Target_Child",1358.25,"imperative_emphatic",20
"16672","Target_Child",1358.25,"interruption",10
"16673","Target_Child",1358.25,"question",102
"16674","Target_Child",1358.25,"trail off",3
"16675","Target_Child",1359.25,"declarative",860
"16676","Target_Child",1359.25,"imperative_emphatic",21
"16677","Target_Child",1359.25,"question",130
"16678","Target_Child",1359.25,"trail off",38
"16679","Target_Child",1360.25,"declarative",1552
"16680","Target_Child",1360.25,"imperative_emphatic",96
"16681","Target_Child",1360.25,"interruption",8
"16682","Target_Child",1360.25,"question",245
"16683","Target_Child",1360.25,"quotation next line",2
"16684","Target_Child",1360.25,"trail off",31
"16685","Target_Child",1361.25,"declarative",1479
"16686","Target_Child",1361.25,"imperative_emphatic",221
"16687","Target_Child",1361.25,"interruption",17
"16688","Target_Child",1361.25,"question",214
"16689","Target_Child",1361.25,"trail off",22
"16690","Target_Child",1362.25,"declarative",3907
"16691","Target_Child",1362.25,"imperative_emphatic",47
"16692","Target_Child",1362.25,"interruption",78
"16693","Target_Child",1362.25,"question",888
"16694","Target_Child",1362.25,"quotation next line",13
"16695","Target_Child",1362.25,"self interruption",4
"16696","Target_Child",1362.25,"trail off",157
"16697","Target_Child",1364.25,"declarative",277
"16698","Target_Child",1364.25,"imperative_emphatic",89
"16699","Target_Child",1364.25,"question",74
"16700","Target_Child",1364.25,"trail off",43
"16701","Target_Child",1365.25,"declarative",4286
"16702","Target_Child",1365.25,"imperative_emphatic",456
"16703","Target_Child",1365.25,"question",2093
"16704","Target_Child",1365.25,"trail off",368
"16705","Target_Child",1366.25,"declarative",1593
"16706","Target_Child",1366.25,"imperative_emphatic",45
"16707","Target_Child",1366.25,"question",132
"16708","Target_Child",1366.25,"self interruption",24
"16709","Target_Child",1366.25,"trail off",126
"16710","Target_Child",1367.25,"declarative",2227
"16711","Target_Child",1367.25,"imperative_emphatic",194
"16712","Target_Child",1367.25,"interruption",27
"16713","Target_Child",1367.25,"question",684
"16714","Target_Child",1367.25,"quotation next line",14
"16715","Target_Child",1367.25,"self interruption",32
"16716","Target_Child",1367.25,"trail off",66
"16717","Target_Child",1369.6875,"declarative",5368
"16718","Target_Child",1369.6875,"imperative_emphatic",57
"16719","Target_Child",1369.6875,"interruption",2
"16720","Target_Child",1369.6875,"question",884
"16721","Target_Child",1369.6875,"quotation next line",7
"16722","Target_Child",1369.6875,"self interruption",2
"16723","Target_Child",1369.6875,"trail off",12
"16724","Target_Child",1370.6875,"declarative",2354
"16725","Target_Child",1370.6875,"imperative_emphatic",67
"16726","Target_Child",1370.6875,"interruption",6
"16727","Target_Child",1370.6875,"question",301
"16728","Target_Child",1370.6875,"self interruption",19
"16729","Target_Child",1370.6875,"trail off",39
"16730","Target_Child",1371.6875,"declarative",1709
"16731","Target_Child",1371.6875,"interruption",11
"16732","Target_Child",1371.6875,"question",520
"16733","Target_Child",1371.6875,"quotation next line",2
"16734","Target_Child",1371.6875,"trail off",4
"16735","Target_Child",1372.6875,"declarative",2880
"16736","Target_Child",1372.6875,"imperative_emphatic",135
"16737","Target_Child",1372.6875,"interruption",37
"16738","Target_Child",1372.6875,"question",441
"16739","Target_Child",1372.6875,"trail off",107
"16740","Target_Child",1373.6875,"declarative",3756
"16741","Target_Child",1373.6875,"imperative_emphatic",309
"16742","Target_Child",1373.6875,"interruption",28
"16743","Target_Child",1373.6875,"question",914
"16744","Target_Child",1373.6875,"quotation next line",4
"16745","Target_Child",1373.6875,"self interruption",18
"16746","Target_Child",1373.6875,"trail off",135
"16747","Target_Child",1374.6875,"declarative",2035
"16748","Target_Child",1374.6875,"imperative_emphatic",59
"16749","Target_Child",1374.6875,"interruption",8
"16750","Target_Child",1374.6875,"question",434
"16751","Target_Child",1374.6875,"quotation next line",3
"16752","Target_Child",1374.6875,"self interruption",4
"16753","Target_Child",1374.6875,"trail off",22
"16754","Target_Child",1375.6875,"declarative",317
"16755","Target_Child",1375.6875,"question",237
"16756","Target_Child",1375.6875,"quotation next line",3
"16757","Target_Child",1376.6875,"declarative",904
"16758","Target_Child",1376.6875,"imperative_emphatic",150
"16759","Target_Child",1376.6875,"interruption",21
"16760","Target_Child",1376.6875,"question",152
"16761","Target_Child",1376.6875,"trail off",26
"16762","Target_Child",1378.6875,"declarative",523
"16763","Target_Child",1378.6875,"imperative_emphatic",65
"16764","Target_Child",1378.6875,"interruption",29
"16765","Target_Child",1378.6875,"question",109
"16766","Target_Child",1378.6875,"trail off",6
"16767","Target_Child",1379.6875,"declarative",1656
"16768","Target_Child",1379.6875,"imperative_emphatic",157
"16769","Target_Child",1379.6875,"interruption",19
"16770","Target_Child",1379.6875,"question",421
"16771","Target_Child",1379.6875,"quotation next line",4
"16772","Target_Child",1379.6875,"trail off",37
"16773","Target_Child",1380.6875,"declarative",789
"16774","Target_Child",1380.6875,"imperative_emphatic",1
"16775","Target_Child",1380.6875,"question",149
"16776","Target_Child",1380.6875,"trail off",19
"16777","Target_Child",1381.6875,"declarative",1416
"16778","Target_Child",1381.6875,"imperative_emphatic",153
"16779","Target_Child",1381.6875,"question",355
"16780","Target_Child",1381.6875,"quotation next line",3
"16781","Target_Child",1383.6875,"declarative",1705
"16782","Target_Child",1383.6875,"imperative_emphatic",172
"16783","Target_Child",1383.6875,"interruption",12
"16784","Target_Child",1383.6875,"question",401
"16785","Target_Child",1383.6875,"trail off",61
"16786","Target_Child",1384.6875,"declarative",1104
"16787","Target_Child",1384.6875,"imperative_emphatic",92
"16788","Target_Child",1384.6875,"interruption",75
"16789","Target_Child",1384.6875,"question",177
"16790","Target_Child",1384.6875,"trail off",31
"16791","Target_Child",1385.6875,"declarative",4043
"16792","Target_Child",1385.6875,"imperative_emphatic",166
"16793","Target_Child",1385.6875,"interruption",2
"16794","Target_Child",1385.6875,"question",1394
"16795","Target_Child",1385.6875,"trail off",65
"16796","Target_Child",1386.6875,"declarative",342
"16797","Target_Child",1386.6875,"imperative_emphatic",95
"16798","Target_Child",1386.6875,"interruption",2
"16799","Target_Child",1386.6875,"question",85
"16800","Target_Child",1386.6875,"trail off",9
"16801","Target_Child",1387.6875,"declarative",1591
"16802","Target_Child",1387.6875,"imperative_emphatic",18
"16803","Target_Child",1387.6875,"question",239
"16804","Target_Child",1387.6875,"trail off",4
"16805","Target_Child",1388.6875,"declarative",433
"16806","Target_Child",1388.6875,"question",198
"16807","Target_Child",1388.6875,"quotation next line",3
"16808","Target_Child",1391.6875,"declarative",1407
"16809","Target_Child",1391.6875,"imperative_emphatic",126
"16810","Target_Child",1391.6875,"interruption",57
"16811","Target_Child",1391.6875,"question",87
"16812","Target_Child",1391.6875,"trail off",94
"16813","Target_Child",1392.6875,"declarative",430
"16814","Target_Child",1392.6875,"imperative_emphatic",8
"16815","Target_Child",1392.6875,"question",160
"16816","Target_Child",1393.6875,"declarative",923
"16817","Target_Child",1393.6875,"imperative_emphatic",50
"16818","Target_Child",1393.6875,"interruption",4
"16819","Target_Child",1393.6875,"question",173
"16820","Target_Child",1393.6875,"trail off",18
"16821","Target_Child",1394.6875,"declarative",4512
"16822","Target_Child",1394.6875,"imperative_emphatic",162
"16823","Target_Child",1394.6875,"interruption",54
"16824","Target_Child",1394.6875,"question",619
"16825","Target_Child",1394.6875,"trail off",46
"16826","Target_Child",1395.6875,"declarative",1236
"16827","Target_Child",1395.6875,"imperative_emphatic",12
"16828","Target_Child",1395.6875,"interruption",3
"16829","Target_Child",1395.6875,"question",143
"16830","Target_Child",1395.6875,"trail off",126
"16831","Target_Child",1396.6875,"declarative",3116
"16832","Target_Child",1396.6875,"imperative_emphatic",157
"16833","Target_Child",1396.6875,"interruption",44
"16834","Target_Child",1396.6875,"interruption question",8
"16835","Target_Child",1396.6875,"question",641
"16836","Target_Child",1396.6875,"self interruption",2
"16837","Target_Child",1396.6875,"trail off",44
"16838","Target_Child",1396.6875,"trail off question",19
"16839","Target_Child",1397.6875,"declarative",1435
"16840","Target_Child",1397.6875,"imperative_emphatic",225
"16841","Target_Child",1397.6875,"interruption",43
"16842","Target_Child",1397.6875,"question",335
"16843","Target_Child",1397.6875,"trail off",43
"16844","Target_Child",1398.6875,"declarative",296
"16845","Target_Child",1398.6875,"imperative_emphatic",44
"16846","Target_Child",1398.6875,"interruption",23
"16847","Target_Child",1398.6875,"question",52
"16848","Target_Child",1398.6875,"trail off",2
"16849","Target_Child",1399.6875,"declarative",1677
"16850","Target_Child",1399.6875,"imperative_emphatic",256
"16851","Target_Child",1399.6875,"interruption",49
"16852","Target_Child",1399.6875,"question",449
"16853","Target_Child",1399.6875,"trail off",56
"16854","Target_Child",1400.125,"declarative",3414
"16855","Target_Child",1400.125,"imperative_emphatic",64
"16856","Target_Child",1400.125,"interruption",17
"16857","Target_Child",1400.125,"question",342
"16858","Target_Child",1400.125,"trail off",62
"16859","Target_Child",1401.125,"declarative",3243
"16860","Target_Child",1401.125,"imperative_emphatic",1
"16861","Target_Child",1401.125,"interruption",43
"16862","Target_Child",1401.125,"question",537
"16863","Target_Child",1401.125,"quotation next line",16
"16864","Target_Child",1401.125,"trail off",55
"16865","Target_Child",1402.125,"declarative",3048
"16866","Target_Child",1402.125,"imperative_emphatic",166
"16867","Target_Child",1402.125,"interruption",41
"16868","Target_Child",1402.125,"question",497
"16869","Target_Child",1402.125,"self interruption",11
"16870","Target_Child",1402.125,"trail off",55
"16871","Target_Child",1403.125,"declarative",1902
"16872","Target_Child",1403.125,"imperative_emphatic",16
"16873","Target_Child",1403.125,"interruption",14
"16874","Target_Child",1403.125,"question",444
"16875","Target_Child",1403.125,"quotation next line",8
"16876","Target_Child",1403.125,"self interruption",9
"16877","Target_Child",1403.125,"trail off",12
"16878","Target_Child",1404.125,"declarative",1242
"16879","Target_Child",1404.125,"interruption",25
"16880","Target_Child",1404.125,"question",143
"16881","Target_Child",1407.125,"declarative",1504
"16882","Target_Child",1407.125,"imperative_emphatic",16
"16883","Target_Child",1407.125,"question",380
"16884","Target_Child",1407.125,"quotation next line",13
"16885","Target_Child",1407.125,"trail off",22
"16886","Target_Child",1409.125,"declarative",2549
"16887","Target_Child",1409.125,"imperative_emphatic",68
"16888","Target_Child",1409.125,"question",419
"16889","Target_Child",1409.125,"quotation next line",2
"16890","Target_Child",1409.125,"trail off",17
"16891","Target_Child",1410.125,"declarative",2741
"16892","Target_Child",1410.125,"imperative_emphatic",76
"16893","Target_Child",1410.125,"interruption",142
"16894","Target_Child",1410.125,"interruption question",16
"16895","Target_Child",1410.125,"question",185
"16896","Target_Child",1410.125,"self interruption",122
"16897","Target_Child",1410.125,"self interruption question",24
"16898","Target_Child",1410.125,"trail off",208
"16899","Target_Child",1410.125,"trail off question",4
"16900","Target_Child",1414.125,"declarative",4417
"16901","Target_Child",1414.125,"imperative_emphatic",718
"16902","Target_Child",1414.125,"interruption",26
"16903","Target_Child",1414.125,"question",833
"16904","Target_Child",1414.125,"trail off",96
"16905","Target_Child",1415.125,"declarative",3101
"16906","Target_Child",1415.125,"imperative_emphatic",21
"16907","Target_Child",1415.125,"question",933
"16908","Target_Child",1415.125,"quotation next line",7
"16909","Target_Child",1415.125,"trail off",108
"16910","Target_Child",1416.125,"declarative",3872
"16911","Target_Child",1416.125,"imperative_emphatic",236
"16912","Target_Child",1416.125,"interruption",54
"16913","Target_Child",1416.125,"question",505
"16914","Target_Child",1416.125,"trail off",253
"16915","Target_Child",1418.125,"declarative",1107
"16916","Target_Child",1418.125,"imperative_emphatic",7
"16917","Target_Child",1418.125,"interruption",29
"16918","Target_Child",1418.125,"question",202
"16919","Target_Child",1418.125,"quotation next line",11
"16920","Target_Child",1418.125,"self interruption",12
"16921","Target_Child",1418.125,"trail off",129
"16922","Target_Child",1419.125,"declarative",3264
"16923","Target_Child",1419.125,"imperative_emphatic",251
"16924","Target_Child",1419.125,"interruption",44
"16925","Target_Child",1419.125,"question",430
"16926","Target_Child",1419.125,"quotation next line",3
"16927","Target_Child",1419.125,"trail off",344
"16928","Target_Child",1421.125,"declarative",1156
"16929","Target_Child",1421.125,"imperative_emphatic",58
"16930","Target_Child",1421.125,"question",292
"16931","Target_Child",1421.125,"self interruption",4
"16932","Target_Child",1421.125,"trail off",13
"16933","Target_Child",1422.125,"declarative",1604
"16934","Target_Child",1422.125,"imperative_emphatic",21
"16935","Target_Child",1422.125,"question",244
"16936","Target_Child",1422.125,"self interruption",6
"16937","Target_Child",1422.125,"trail off",25
"16938","Target_Child",1423.125,"declarative",1102
"16939","Target_Child",1423.125,"question",57
"16940","Target_Child",1423.125,"quotation next line",7
"16941","Target_Child",1423.125,"trail off",29
"16942","Target_Child",1424.125,"declarative",1962
"16943","Target_Child",1424.125,"imperative_emphatic",36
"16944","Target_Child",1424.125,"question",247
"16945","Target_Child",1424.125,"trail off",32
"16946","Target_Child",1425.125,"declarative",1973
"16947","Target_Child",1425.125,"imperative_emphatic",5
"16948","Target_Child",1425.125,"interruption",26
"16949","Target_Child",1425.125,"question",731
"16950","Target_Child",1425.125,"quotation next line",5
"16951","Target_Child",1425.125,"trail off",133
"16952","Target_Child",1426.125,"declarative",797
"16953","Target_Child",1426.125,"imperative_emphatic",429
"16954","Target_Child",1426.125,"interruption",17
"16955","Target_Child",1426.125,"question",178
"16956","Target_Child",1426.125,"trail off",4
"16957","Target_Child",1427.125,"declarative",446
"16958","Target_Child",1427.125,"question",77
"16959","Target_Child",1429.125,"declarative",344
"16960","Target_Child",1429.125,"imperative_emphatic",49
"16961","Target_Child",1429.125,"interruption",9
"16962","Target_Child",1429.125,"question",63
"16963","Target_Child",1430.125,"declarative",776
"16964","Target_Child",1430.125,"imperative_emphatic",48
"16965","Target_Child",1430.125,"question",173
"16966","Target_Child",1430.125,"trail off",74
"16967","Target_Child",1430.5625,"declarative",5284
"16968","Target_Child",1430.5625,"imperative_emphatic",57
"16969","Target_Child",1430.5625,"interruption",9
"16970","Target_Child",1430.5625,"question",1181
"16971","Target_Child",1430.5625,"quotation next line",10
"16972","Target_Child",1430.5625,"self interruption",5
"16973","Target_Child",1430.5625,"trail off",22
"16974","Target_Child",1431.5625,"declarative",1745
"16975","Target_Child",1431.5625,"question",1009
"16976","Target_Child",1431.5625,"trail off",59
"16977","Target_Child",1432.5625,"declarative",2443
"16978","Target_Child",1432.5625,"imperative_emphatic",34
"16979","Target_Child",1432.5625,"interruption",87
"16980","Target_Child",1432.5625,"question",370
"16981","Target_Child",1432.5625,"quotation next line",43
"16982","Target_Child",1432.5625,"self interruption",40
"16983","Target_Child",1432.5625,"trail off",58
"16984","Target_Child",1433.5625,"declarative",2911
"16985","Target_Child",1433.5625,"imperative_emphatic",58
"16986","Target_Child",1433.5625,"interruption",55
"16987","Target_Child",1433.5625,"question",217
"16988","Target_Child",1433.5625,"self interruption",38
"16989","Target_Child",1433.5625,"trail off",62
"16990","Target_Child",1435.5625,"declarative",1454
"16991","Target_Child",1435.5625,"imperative_emphatic",40
"16992","Target_Child",1435.5625,"interruption",3
"16993","Target_Child",1435.5625,"question",262
"16994","Target_Child",1435.5625,"self interruption",5
"16995","Target_Child",1435.5625,"trail off",43
"16996","Target_Child",1436.5625,"declarative",1567
"16997","Target_Child",1436.5625,"imperative_emphatic",4
"16998","Target_Child",1436.5625,"interruption",3
"16999","Target_Child",1436.5625,"question",356
"17000","Target_Child",1436.5625,"quotation next line",33
"17001","Target_Child",1439.5625,"declarative",1385
"17002","Target_Child",1439.5625,"imperative_emphatic",158
"17003","Target_Child",1439.5625,"interruption",4
